Customer_Age,Gender,Dependent,Education,Marital,Income,KCategory,onBook,Relationship,Inactive,ContactNum,CLimit,Revolving,Open,Amt_41,TransAmt,TransCt,Ct_41,Utilization,Importance,MustHave,Group,Essential,DropLevel,Class
38,M,2,Unknown,Single,$80K - $120K,Blue,28,4,3,2,12680.381689584352,773,19038.0,1.3361390015932593,1144.71947632016,31,0.632,0.0597173547457861,0.38736763780713157,12,3,3.2691969069154614,6,1
36,F,3,Graduate,Single,$40K - $60K,Blue,18,4,3,3,12657.77623448122,774,920.0,1.3356901796222458,1142.5660847007382,73,0.49,0.05725218334507836,0.2355119591111744,13,2,2.841437813046902,8,1
46,F,4,College,Married,$40K - $60K,Blue,33,4,1,1,12711.895893376754,782,1994.0,1.3349967748891705,1145.2965130769735,80,0.739,0.05759050998903437,0.24825935107348818,44,1,3.563498949524245,5,1
55,M,0,Doctorate,Married,$60K - $80K,Blue,36,4,6,4,12693.679386968326,778,4074.0,1.3322246556550583,1144.1312263151449,66,0.886,0.059172783416380326,0.64824871595762,38,4,3.2204206658815293,6,1
51,M,3,Graduate,Married,$60K - $80K,Blue,43,6,1,3,12698.11468313116,777,663.0,1.3384158339911503,1145.7059854358004,69,0.605,0.0647687122293112,0.29983567569132696,6,1,2.0059009256750615,7,1
45,M,5,High School,Married,$60K - $80K,Blue,37,3,1,3,12645.73238387703,778,14478.0,1.330793943366606,1139.5311507714755,65,0.711,0.06268123507971926,0.2500346916592746,59,4,7.594457262421881,0,1
32,M,0,Graduate,Divorced,$40K - $60K,Blue,36,2,1,1,12652.027179368379,773,6220.0,1.3318668039660058,1147.5981657056846,104,0.733,0.06150001184576185,0.6518987261141665,11,3,4.401714420233302,9,1
49,F,4,Doctorate,Single,$40K - $60K,Blue,39,5,3,1,12703.144429156984,774,2652.0,1.3305711936902807,1141.945791712855,62,0.824,0.0658069545668854,0.25105622275217176,24,5,8.470027779529017,2,1
59,M,1,Graduate,Married,$40K - $60K,Blue,36,6,2,2,12723.827758749816,782,335.0,1.337482543502805,1139.2646373998148,27,0.688,0.06125552244907512,0.7575364758754528,16,5,8.270966088571774,1,1
51,M,1,Unknown,Married,$60K - $80K,Blue,36,3,2,4,12701.21026538198,779,21245.0,1.3323881134634799,1147.2367057681545,69,1.156,0.06492430964641456,0.8486700570236937,10,2,0.19393066059654518,9,1
52,M,2,Graduate,Married,$60K - $80K,Blue,47,5,3,0,12684.450437751862,780,1175.0,1.3387289506681292,1144.11497723909,35,0.667,0.05924293426798146,0.5640188198158286,70,1,0.5323546707975146,7,1
58,F,2,Graduate,Married,Less than $40K,Blue,39,3,4,3,12670.496446555622,773,3531.0,1.3362797024534447,1139.6421105314648,31,0.632,0.06533192747019297,0.4237090351231765,11,2,3.4656124656229514,1,1
49,F,1,High School,Married,Less than $40K,Blue,42,1,3,1,12680.664449917698,777,868.0,1.330431382038206,1145.7253514940605,72,0.636,0.05876258638795382,0.6517263726386455,5,3,1.3983404140341438,5,1
39,M,3,Uneducated,Married,$40K - $60K,Blue,34,5,1,2,12687.957735154321,773,10391.0,1.330628615931825,1145.6113385160731,52,1.167,0.06286106809608513,0.7823809305542571,41,1,8.761299972972497,1,1
53,M,1,High School,Married,$40K - $60K,Blue,43,1,2,3,12667.89553080107,775,3146.0,1.337295869975498,1139.815619141778,38,0.31,0.05649230055656971,0.060478671584376476,15,3,8.495799925423723,5,2
59,M,0,High School,Single,$40K - $60K,Blue,48,2,4,3,12698.52870268996,779,2562.0,1.3348141278117938,1148.8787295116974,17,0.545,0.05924714523367145,0.3624068932186807,56,4,0.822168315432863,1,2
47,M,2,Post-Graduate,Single,$60K - $80K,Blue,39,1,3,2,12692.748919535337,773,16957.0,1.333844840014913,1140.0888931306358,128,0.684,0.057165100796598645,0.5463790314859553,48,2,8.51163715096422,9,1
52,M,2,High School,Single,$60K - $80K,Gold,39,4,1,1,12722.324888025774,782,32634.0,1.3315604864158137,1142.4678256297448,116,0.758,0.05773846570262275,0.8350140314891249,75,2,0.3059688021626883,4,1
47,F,2,High School,Single,Less than $40K,Blue,39,5,3,2,12718.224521678649,781,960.0,1.3319686935795798,1144.0320461166575,70,0.522,0.061581653330132456,0.9026538392885739,97,2,1.3453957766937141,8,1
40,F,4,Graduate,Single,Less than $40K,Blue,25,4,2,3,12699.883552769828,781,1438.3,1.3337141511285955,1144.407116833795,42,0.5,0.06596263766877251,0.9172811002360879,11,3,2.6799796732158523,5,2
59,F,0,Graduate,Married,Less than $40K,Blue,53,4,5,1,12736.918653587622,779,537.0,1.3354234509474068,1146.7792458942868,84,0.647,0.06597571977900886,0.8913852464535647,50,3,2.673608041084956,7,1
40,M,2,College,Divorced,$60K - $80K,Blue,36,3,2,1,12660.56371211676,778,20304.0,1.3323474058535616,1139.9810896767606,85,0.667,0.056840783200631996,0.5192291527400827,47,4,1.3468787361585977,2,1
53,F,2,Unknown,Married,Less than $40K,Blue,44,3,2,4,12724.144160750126,781,3519.0,1.3329685868245311,1144.2698759916711,33,0.65,0.05667279705171159,0.6544433027567941,8,1,0.6519958887627875,8,1
34,M,1,High School,Single,$40K - $60K,Blue,25,4,1,2,12711.206347616746,778,652.0,1.3388262566823557,1144.8819326518749,88,0.76,0.057327458664919624,0.7900938333949005,78,2,0.06867108093274399,4,1
40,M,4,Unknown,Married,$80K - $120K,Blue,31,1,3,6,12732.187544738737,780,23502.0,1.3374352371397555,1147.7013782994206,60,0.875,0.06441796092664036,0.8043341436732404,48,0,9.507525517899746,5,2
44,F,3,Graduate,Divorced,$40K - $60K,Blue,38,3,2,2,12722.546851205383,780,2417.0,1.3302291858531212,1148.6173877602482,75,0.63,0.059626751660114774,0.39462194555674146,13,2,3.0503363219169364,7,1
46,F,3,High School,Married,Less than $40K,Blue,38,4,2,2,12664.17017209905,774,466.0,1.339113068103814,1144.976324151366,83,0.729,0.058841778677105605,0.9704742468216201,41,5,1.8271434507283835,6,1
43,F,4,Unknown,Unknown,Unknown,Blue,34,5,3,3,12674.916781522265,778,11250.0,1.3350247791268057,1148.1660072493414,69,0.769,0.06079881126316739,0.30941477298854314,37,1,6.798944748691169,7,1
33,M,4,College,Single,$40K - $60K,Silver,20,2,1,3,12714.701957363313,775,15977.0,1.3307997870077053,1141.1782777073058,64,0.684,0.0641460075478868,0.9389214807622439,85,2,8.817268501913244,4,2
47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,3,2,12671.485380854818,773,17656.0,1.3324292135529592,1142.010643855878,71,0.868,0.05901194737472132,0.42532304442126745,58,1,0.9138912158821022,1,1
26,F,0,High School,Married,Less than $40K,Blue,18,5,3,2,12642.117037422875,777,4740.0,1.3322303275904384,1143.152998465195,62,0.676,0.05924691875132034,0.4316359849197261,20,4,4.8513984909038745,8,1
57,F,3,High School,Married,Less than $40K,Blue,39,3,2,1,12725.38291771289,775,421.0,1.3361237690133245,1142.8304742429204,32,0.6,0.065461041136769,0.38211213610470685,79,4,1.6681319494985158,0,1
42,F,1,Uneducated,Single,Less than $40K,Blue,35,4,3,3,12681.420053564627,777,3241.0,1.3326873319228236,1148.7326837893495,43,0.303,0.0562672318202762,0.10000610378275754,90,3,2.415123757568357,2,2
48,F,3,Graduate,Married,$40K - $60K,Silver,40,5,3,4,12693.757137044291,774,16703.0,1.337410413667639,1140.9848406436547,69,0.816,0.06428165701711472,0.6592446872252454,17,2,0.7575020118128928,9,1
52,F,1,Graduate,Single,Less than $40K,Blue,44,6,3,1,12710.030176147735,775,989.0,1.3344856093441662,1142.9047456145104,86,0.536,0.06334257935413405,0.8198130865664329,5,2,2.2758004958724287,3,1
55,M,2,Graduate,Single,$80K - $120K,Blue,46,5,5,2,12729.638978042904,780,4994.0,1.3369780307665204,1142.799970779167,81,0.761,0.05874713433852128,0.27745513761896123,22,1,9.20651368356988,4,1
53,F,4,Graduate,Single,Unknown,Gold,41,5,1,2,12662.80179742331,780,32142.0,1.3357661241020762,1146.506827611839,77,0.604,0.06491158410727468,0.1316873006310456,25,4,9.509063227170504,3,1
58,M,3,Graduate,Married,$80K - $120K,Blue,54,4,3,3,12669.154038973611,774,17691.0,1.3378564364576475,1143.030966965926,42,0.615,0.06376779079409896,0.7678601522019397,36,1,5.552208233572036,2,1
55,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,12715.779108238887,775,863.0,1.3355652984276865,1141.7505004257262,81,0.884,0.06288712970692978,0.0074428838363772565,14,2,9.867825973167559,8,1
50,M,3,Uneducated,Single,$80K - $120K,Blue,35,1,2,1,12649.595937988177,775,16611.0,1.3386603033495377,1144.1529665022747,74,0.721,0.06251676957419036,0.009855720228689524,67,0,6.123855583739475,9,1
49,M,0,Doctorate,Married,$60K - $80K,Blue,39,5,6,3,12707.140217615242,776,18324.0,1.3349756184675725,1143.5820220506423,73,0.738,0.061631664422818776,0.9781341748526221,89,4,0.1941116273227561,5,1
55,F,2,Graduate,Married,Less than $40K,Blue,47,3,1,2,12732.268811078995,778,3280.0,1.3340771405206864,1140.1539352340897,34,0.7,0.05989791449113511,0.41324423972265145,44,0,8.891809815174005,1,1
50,M,1,High School,Single,$80K - $120K,Silver,36,4,5,3,12688.817378361262,780,34516.0,1.3312805027523869,1146.4327274411216,105,0.694,0.06280604935307874,0.38175482214893885,64,5,9.125361520890577,7,1
48,F,3,High School,Single,Less than $40K,Blue,40,1,3,3,12722.299814362641,772,1371.0,1.3306689227626947,1146.6498776994881,78,0.696,0.05906534407091433,0.36101020330483347,13,0,4.785050154818856,3,1
54,F,1,College,Single,Less than $40K,Blue,48,3,1,4,12703.967623524944,778,1357.0,1.3316603230942086,1146.174080580439,53,0.71,0.06396688859114932,0.9828895368544739,72,5,9.613026844575396,3,1
39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,1,12708.821414405023,780,953.0,1.336091856880159,1141.920306333786,64,0.6,0.06448434932139376,0.14377169666406853,47,0,7.1018849570525795,0,1
37,F,3,High School,Married,Unknown,Blue,30,3,3,3,12737.395633802194,780,9874.0,1.339402256517272,1144.7873537028227,47,0.567,0.057519692185598895,0.22150003895310266,14,4,2.929720190228289,3,2
52,F,1,Graduate,Married,Less than $40K,Blue,42,1,5,3,12699.667543904274,776,1471.0,1.3363620402738148,1144.3571730732376,48,0.455,0.0604835864092819,0.2907957860883982,9,3,1.6540077405188225,6,2
54,M,4,Unknown,Divorced,$120K +,Blue,36,6,3,2,12694.355168473801,782,31831.0,1.3385137343846167,1144.361235788035,31,0.824,0.056961091172375675,0.9367142595536293,41,1,6.929039842548368,5,1
43,M,2,Graduate,Unknown,$60K - $80K,Blue,25,5,3,1,12685.257600115172,777,7534.0,1.3385258058820975,1144.679415722351,79,0.975,0.06343433554460902,0.4097738371088667,66,5,6.00620352848975,7,1
55,F,1,Unknown,Married,$40K - $60K,Blue,43,2,1,2,12658.454688323733,779,1695.0,1.33301885257579,1140.9624674295012,77,0.711,0.06046919775075957,0.08911527565827737,42,4,6.331402450747281,1,1
59,M,1,Graduate,Single,$80K - $120K,Blue,54,2,5,4,12701.234531676182,781,15633.0,1.3300957222054324,1145.46855072862,58,0.758,0.05986824420242203,0.9629558408373536,55,3,7.277715784273136,1,2
42,F,4,Unknown,Unknown,Less than $40K,Blue,34,5,3,2,12646.712482168014,780,533.0,1.3321696497356383,1145.6810045169211,70,0.75,0.06578682749504536,0.13097215664755024,57,0,1.1831520788616434,5,1
43,F,3,High School,Married,Unknown,Blue,31,3,3,1,12697.852017436122,779,653.0,1.3391526606062505,1146.3462951792042,73,0.78,0.06313747143694955,0.3512436240883413,74,5,2.0985585686723063,5,1
64,F,1,High School,Married,$40K - $60K,Blue,56,4,2,4,12702.310522186597,780,1438.3,1.3369827798604395,1146.7689621451325,35,0.591,0.062210744485209434,0.3159262670529357,89,4,6.701997426013645,7,1
46,F,3,Doctorate,Single,Less than $40K,Blue,36,5,1,4,12718.36672319537,777,1550.0,1.3354379782136445,1148.3308657852474,65,0.585,0.05789301563455134,0.8330398901239776,29,4,8.607390411048327,6,1
44,M,3,High School,Married,$60K - $80K,Blue,34,4,2,5,12679.663170722932,777,21158.0,1.3355717862933763,1145.6165806411443,67,0.811,0.05908323686753287,0.4788918760389399,45,1,4.139263035456008,10,1
39,F,1,Graduate,Single,$40K - $60K,Blue,32,3,3,1,12660.796226382261,782,2709.0,1.3312156462010873,1147.0426307773498,65,0.625,0.05663288267751137,0.9817583010011708,54,4,7.049500145383235,6,1
46,M,2,Graduate,Married,$60K - $80K,Blue,34,4,2,0,12699.119711171648,779,8171.0,1.3387171732197733,1142.1133333821722,79,0.975,0.05784031037241813,0.5709412881519619,25,1,3.8978103569950817,1,1
35,F,3,Doctorate,Married,Less than $40K,Blue,30,5,2,2,12675.788972958971,776,2187.0,1.3306498322183384,1147.288156501206,75,0.829,0.061463210460144656,0.9295279012408383,27,3,4.220349789310166,8,1
47,F,3,Post-Graduate,Married,Less than $40K,Blue,29,4,2,2,12716.479031367015,782,2259.0,1.3352721904693796,1139.45999495535,75,0.786,0.05902918303699359,0.8522413684751495,56,4,5.716050464478154,8,1
49,F,4,Unknown,Married,Less than $40K,Blue,33,3,2,1,12700.085215468423,776,726.0,1.3349082826428835,1144.3665887014818,79,0.681,0.057461336309486154,0.4632232312667849,96,2,3.468873936007,1,1
45,F,3,Graduate,Married,$40K - $60K,Blue,38,3,6,1,12727.85144162289,775,1755.0,1.3398691017359992,1145.4568784449498,72,0.714,0.06497609590906533,0.2711584584136498,51,0,0.46748222439779163,8,1
49,F,4,Unknown,Single,Less than $40K,Blue,29,1,3,2,12728.809830973461,781,1641.0,1.3300364441689712,1145.8177677084484,85,0.518,0.0649822832701046,0.8569224621023276,60,1,6.807167082109452,2,1
31,M,0,Unknown,Married,Less than $40K,Blue,25,2,3,0,12701.193547416839,781,4093.0,1.3350593714338193,1143.5459817414678,112,0.778,0.05794022770903322,0.27977386770037693,3,1,1.5649878278655494,5,1
40,M,2,High School,Unknown,$80K - $120K,Silver,32,5,2,3,12729.112316102544,777,33334.0,1.3390276054982841,1148.9722839416597,54,0.543,0.06201148909569962,0.3379400651851763,91,5,0.11718405113196328,3,1
54,F,2,Unknown,Divorced,$40K - $60K,Blue,49,5,3,2,12641.051224619518,777,2959.0,1.3356597284615244,1142.1412226465668,44,0.692,0.059278672250148184,0.7918052943767813,4,3,0.9287504763382415,2,1
43,M,2,Graduate,Single,$80K - $120K,Blue,30,3,3,3,12685.240587461092,777,34516.0,1.3373709164873153,1147.357312645919,51,0.645,0.06175586855867843,0.5311644328550681,41,3,1.3448310146971776,1,2
38,F,4,Graduate,Single,Less than $40K,Blue,26,2,2,2,12662.80268910922,778,2458.0,1.338268944239864,1148.4540514837886,36,0.385,0.06557322423796318,0.31135168790630885,34,2,1.68673581823914,2,2
51,F,4,Graduate,Single,Less than $40K,Blue,36,4,3,1,12684.562488083053,779,624.0,1.3332149660261285,1139.1858484780068,67,0.763,0.056450508149026864,0.44635701625565805,34,3,7.2673246624984325,5,1
38,M,3,Graduate,Single,$120K +,Blue,29,4,3,0,12738.1757162088,772,8762.0,1.333853150677962,1143.3371036590613,81,1.025,0.06101685085666478,0.0211683136401839,10,0,4.821679633469956,5,1
41,M,3,Graduate,Single,$80K - $120K,Blue,26,4,3,2,12666.081662919252,773,9995.0,1.3394682455902187,1143.6094951064035,31,0.476,0.06104738157909848,0.49173152099303374,35,2,1.7505404422993165,4,1
36,F,2,Graduate,Married,Less than $40K,Blue,30,1,3,2,12664.589961823018,778,5723.0,1.3372784697106188,1143.523207307498,120,0.69,0.057092676650637504,0.5317612409912268,13,5,9.173311103754875,1,1
44,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,4,3,12648.589874835916,774,1527.0,1.334454077955857,1141.4836555562285,38,0.462,0.05892490126474653,0.9051665355421333,24,0,2.3474771998087487,3,2
40,F,3,Unknown,Married,Less than $40K,Blue,30,4,2,3,12706.197854660371,778,342.0,1.3362785832135964,1140.121719818897,69,1.029,0.06161294544342446,0.44981232215211675,1,1,0.9373084452476244,3,1
36,F,3,Unknown,Married,Less than $40K,Blue,36,6,5,3,12707.71467128257,778,1158.0,1.3325698442572094,1148.4386632082712,55,0.667,0.06306102324955441,0.6099439458114353,39,4,1.6024000353573997,9,1
30,M,0,Graduate,Married,Less than $40K,Blue,36,3,3,2,12713.944510701655,781,927.0,1.3300165533698987,1148.2209171044785,51,0.275,0.057374758153650895,0.24526998565971703,51,1,4.254458253444671,1,1
49,M,4,College,Single,$60K - $80K,Blue,35,1,2,2,12649.87027104073,776,15533.0,1.3323545632248792,1140.5339212605618,118,0.873,0.05734373701294594,0.23194677453092483,20,3,4.4480887932540645,4,1
46,F,3,Graduate,Single,Less than $40K,Blue,26,3,3,3,12734.741054161263,774,753.0,1.3321890649741834,1144.1465230296208,45,0.406,0.06157956553804806,0.5119787330420565,53,4,4.800910995462503,5,1
54,M,1,Unknown,Single,$80K - $120K,Blue,49,2,3,3,12662.813941425018,782,26543.0,1.3337436598127181,1148.0605136834213,102,0.759,0.06380495035903917,0.7830612012978175,31,3,4.7341346644500915,8,1
51,F,2,Doctorate,Single,Unknown,Blue,45,6,3,1,12648.650677510459,782,1426.0,1.3343796577781208,1148.9647174049285,58,0.812,0.05626842651710444,0.6420623101943511,92,2,6.025006879039024,4,1
60,M,0,Uneducated,Married,$60K - $80K,Blue,55,6,1,2,12658.730752292086,775,5086.0,1.3355345383242034,1142.3803175775677,47,0.958,0.06289747903726597,0.9351294971260781,52,3,8.240776736523935,10,1
44,F,2,High School,Unknown,Less than $40K,Blue,34,5,1,3,12719.98105967436,779,709.0,1.335224601910843,1139.874374354879,81,0.884,0.05999037861395959,0.06283899064918486,49,1,8.232461869722428,7,1
42,F,3,Graduate,Unknown,Less than $40K,Blue,32,3,1,2,12657.650422118884,780,6267.0,1.33459745160382,1145.0614390807432,35,0.591,0.06519333949215833,0.8818251862098843,68,1,6.4733276455361475,7,1
40,M,4,Uneducated,Single,$120K +,Blue,36,4,3,2,12734.445016504424,773,3749.0,1.33730488024751,1143.965648359727,71,0.972,0.05989546491267849,0.21118548444316732,87,2,5.948963561824987,8,1
52,F,4,Unknown,Married,Less than $40K,Blue,36,1,4,5,12699.858947231325,774,2143.0,1.3368517247960945,1139.355954586756,36,0.333,0.05961482848581089,0.5058020775007291,59,2,2.5766199298977477,1,2
37,M,3,College,Married,$80K - $120K,Blue,30,3,4,3,12652.321940246087,772,10712.0,1.3395027105870285,1147.604196720161,15,0.364,0.06033752542640334,0.001953818328855883,56,3,9.472238289674618,5,2
55,F,4,Graduate,Married,$40K - $60K,Blue,41,1,1,3,12683.714710392182,779,1438.3,1.3359211215015065,1147.081461744667,88,0.63,0.05904985902166254,0.21811124586884334,26,4,4.42125585310559,6,1
52,F,1,College,Married,Unknown,Blue,40,5,3,1,12673.763402422695,776,9675.0,1.334404346385728,1147.0322764203054,60,0.875,0.056746809402299994,0.5035002995633455,70,5,9.275008475003585,5,1
30,M,0,High School,Married,$120K +,Blue,13,3,1,4,12702.493166797032,779,7042.0,1.3398652249582228,1145.3229679248411,42,0.448,0.06518954986670764,0.15520167552872832,88,3,7.4306046647734725,1,1
40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,2,1,12692.24514923247,773,467.0,1.3355082152107056,1145.9628494203291,53,0.359,0.05912020147833127,0.5208383194510761,21,3,4.871326976673556,8,2
49,M,3,Unknown,Married,$60K - $80K,Blue,36,6,3,3,12709.892606569927,778,5909.0,1.3339684696443772,1142.6836052904619,97,0.565,0.057996532882033866,0.4062664919449893,3,1,6.776731843183691,5,1
44,F,2,Graduate,Married,Unknown,Blue,36,3,1,2,12654.717548655886,779,6038.0,1.3349924063690923,1147.2643068413279,81,0.688,0.06152196875652246,0.6333543637964525,14,1,0.6430070169163726,4,1
27,F,2,College,Divorced,Less than $40K,Blue,14,4,3,3,12708.409197440014,774,419.0,1.3312013005739982,1146.8032835108945,61,0.794,0.05622978875324976,0.6490955437275807,29,1,3.9812619034457564,2,1
39,F,5,Unknown,Married,$40K - $60K,Blue,31,3,3,6,12646.2944194194,774,1466.0,1.337374928477109,1143.4190551651297,50,0.282,0.06420878744547065,0.30469575826038686,85,0,1.9526224719628704,3,2
